Anno Accertamento;Mese Accertamento;Giorno Accertamento;Tipologia Verbale;Tipo Sanzione;Via 1;Numero Civico;Numero Verbali
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Corso A. De Gasperi;13;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Corso A. De Gasperi;15;4
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Corso E. Tazzoli;0;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;2
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;26;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;26;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Via G. Mazzini;40;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Via Lombardore;2;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Via Lombardore;2;1
2017;11;11;POLIZIA MUNICIPALE;Amministrativa;Via Lombardore;2;1
2017;11;11;POLIZIA MUNICIPALE;Tributaria;Via Traves;15;1
2017;11;12;A.R.P.A.;Amministrativa;Via Borgaro;87;1
2017;11;12;GUARDIA DI FINANZA;Amministrativa;Corso Galileo Galilei;12;1
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Agrigento;0;1
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Agrigento;21;4
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Via A. Bonafous;7;1
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Via A. Bonafous;7;1
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Via Fratelli Calandra;10;1
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Via G. Carcano;0;4
2017;11;12;POLIZIA MUNICIPALE;Amministrativa;Via G. Plana;7;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;42;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Corso Unita' D'italia;40;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Largo Vittorio Emanuele Ii;89;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Delle Orfane;17;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Lauro Rossi;8;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Nicola Porpora;5;1
2017;11;13;POLIZIA MUNICIPALE;Amministrativa;Via Principi D'acaja;41;1
2017;11;13;POLIZIA MUNICIPALE;Tributaria;Via Principi D'acaja;41;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Grosseto;0;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Lione;85;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Peschiera;195;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Peschiera;195;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Racconigi;208;2
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;0;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;2
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;3
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;10;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Antonio E Vittorio Scialoja;18;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Bardonecchia;139;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Bardonecchia;139;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Bussoleno;11;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Capua;10;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Cernaia;0;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Enrico Martini Mauri;0;2
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via G. Reiss Romoli;98;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Silvio Pellico;0;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via V. Lancia;95;1
2017;11;14;POLIZIA MUNICIPALE;Amministrativa;Via Val Della Torre;121;1
2017;11;14;POLIZIA MUNICIPALE;Tributaria;Via Bardonecchia;139;1
2017;11;14;POLIZIA MUNICIPALE;Tributaria;Via E. Daneo;10;1
2017;11;14;POLIZIA MUNICIPALE;Tributaria;Via Principi D'acaja;0;1
2017;11;15;CITTA METROP.TORINO;Amministrativa;Via Febo;0;2
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;0;2
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;2
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Corso Francia;192;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;4
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Strada Antica Di Collegno;190;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Baltimora;143;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Caraglio;40;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Enrico Martini Mauri;5;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Monginevro;64;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Monginevro;64;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Monginevro;64;1
2017;11;15;POLIZIA MUNICIPALE;Amministrativa;Via Po;36;1
2017;11;15;POLIZIA MUNICIPALE;Tributaria;Corso Vittorio Emanuele Ii;57;1
2017;11;15;POLIZIA MUNICIPALE;Tributaria;Via Po;36;1
2017;11;16;A.R.P.A.;Amministrativa;Via Vincenzo Gioberti;8;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Benedetto Croce;25;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;50;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;50;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;50;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;50;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Orbassano;200;2
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;4
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Corso Svizzera;163;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Giardino Luigi Martini;0;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Piazza Nizza;0;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Fratelli Fornaca;30;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via L. Delleani;7;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Palmieri;40;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Palmieri;40;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Passo Buole;55;7
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Principi D'acaja;139;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Sesia;2;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;34;1
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Susa;15;2
2017;11;16;POLIZIA MUNICIPALE;Amministrativa;Via Susa;17;2
2017;11;16;POLIZIA MUNICIPALE;Tributaria;Via G. Servais;127;1
2017;11;16;POLIZIA MUNICIPALE;Tributaria;Via G. Servais;129;7
2017;11;16;POLIZIA MUNICIPALE;Tributaria;Via S.Domenico;33;1
2017;11;16;POLIZIA MUNICIPALE;Tributaria;Via S.Secondo;5;1
2017;11;16;POLIZIA MUNICIPALE;Tributaria;Via Vincenzo Gioberti;46;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Corso Inghilterra;33;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Corso S.Maurizio;0;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Corso S.Maurizio;0;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Corso Taranto;136;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;261;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;16;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Bobbio;14;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via C. Buffa Di Perrero;12;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Chiesa Della Salute;118;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via F. Cigna;0;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Madama Cristina;32;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Mario Pannunzio;1;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;7;1
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Porta Palatina;23;2
2017;11;17;POLIZIA MUNICIPALE;Amministrativa;Via Principe Tommaso;27;1
2017;11;17;POLIZIA MUNICIPALE;Tributaria;Corso Palestro;20;1
2017;11;17;QUESTURA;Amministrativa;Corso Emilia;7;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Brianza;0;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Galileo Ferraris;81;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Peschiera;197;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Rosselli;73;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;2
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Toscana;50;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Toscana;50;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Corso Toscana;50;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Largo Toscana;50;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Vittoria;0;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Piazza Madama Cristina;1;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via A. Sansovino;116;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via A. Sansovino;116;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;24;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;24;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;24;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;24;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Boston;13;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Boston;13;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Lodi;3;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Principe Tommaso;16;1
2017;11;18;POLIZIA MUNICIPALE;Amministrativa;Via Principe Tommaso;16;1
2017;11;18;POLIZIA MUNICIPALE;Tributaria;Piazza Carlo Felice;17;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Piazza Cln;0;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via A. Bonafous;2;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via A. Bonafous;2;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via Barge;8;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via G. Carcano;0;3
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via G. Carcano;0;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via Giuseppe Garibaldi;0;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via Matteo Pescatore;18;1
2017;11;19;POLIZIA MUNICIPALE;Amministrativa;Via Matteo Pescatore;18;1
2017;11;19;QUESTURA;Amministrativa;Via P. Sacchi;65;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Corso Orbassano;386;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;3
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Conte Di Roccavione;21;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Don G. Grioli;0;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Matilde Serao;22;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;3;1
2017;11;20;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;105;1
2017;11;20;POLIZIA MUNICIPALE;Tributaria;Corso Francia;282;1
2017;11;21;A.S.L.;Amministrativa;Via Gradisca;87;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso A. De Gasperi;9;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;283;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;283;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso Peschiera;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso Sacco E Vanzetti;0;2
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Bologna;74;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via D. Di Nanni;64;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via L. Cherubini;9;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via L. Cherubini;9;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via L. Cherubini;9;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via L. Cherubini;9;2
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Leini';43;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Marco Polo;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Marco Polo;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Marco Polo;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Marco Polo;5;2
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Marco Polo;7;2
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Sandro Botticelli;11;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Tesso;22;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Via Vittoria;41;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Vicolo Crocetta;0;1
2017;11;21;POLIZIA MUNICIPALE;Amministrativa;Vicolo Crocetta;5;2
2017;11;21;POLIZIA MUNICIPALE;Tributaria;Via Anastasio Germonio;15;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;0;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Corso Molise;86;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Corso Palestro;9;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Piazza Giosue' Carducci;65;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Carlo Allioni;4;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Caserta;8;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Caserta;8;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Xx Settembre;69;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Xx Settembre;69;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Xx Settembre;69;1
2017;11;22;POLIZIA MUNICIPALE;Amministrativa;Via Xx Settembre;69;1
2017;11;22;POLIZIA MUNICIPALE;Tributaria;Via C.D. Priocca;20;1
2017;11;22;POLIZIA MUNICIPALE;Tributaria;Via Cibrario;19;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Castelfidardo;42;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;2;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;22;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;91;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Filippo Turati;19;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Filippo Turati;19;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;71;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Racconigi;54;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;156;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Largo Montebello;40;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Voghera;26;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via A. Loria;1;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via A. Loria;1;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via C. Boucheron;18;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via C. Boucheron;18;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via C. Pavese;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via C. Pavese;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Courmayeur;16;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via G. Romagnosi;1;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via G. Solari;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;30;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;30;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Onorato Vigliani;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Onorato Vigliani;63;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via Ponderano;0;1
2017;11;23;POLIZIA MUNICIPALE;Amministrativa;Via S.Giulia;21;1
2017;11;23;POLIZIA MUNICIPALE;Tributaria;Via C. Boucheron;18;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;2
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Accademia Delle Scienze;2;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Legnano;7;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Legnano;7;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Legnano;7;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Legnano;7;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;398;1
2017;11;24;POLIZIA MUNICIPALE;Amministrativa;Viale L. Bistolfi;0;1
2017;11;24;POLIZIA MUNICIPALE;Tributaria;Via Romolo Gessi;18;1
2017;11;24;POLIZIA MUNICIPALE;Tributaria;Viale L. Bistolfi;0;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Brescia;28;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Brescia;28;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Emilia;5;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Emilia;5;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;0;36
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;2;2
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;2;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;2;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Corso Moncalieri;2;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Strada Da Bertolla Abbadia Di Stura;16;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Strada Del Bramafame;41;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Via F. Cigna;118;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Via G. Reiss Romoli;122;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Via La Loggia;64;1
2017;11;25;POLIZIA MUNICIPALE;Amministrativa;Via Onorato Vigliani;0;1
2017;11;25;POLIZIA MUNICIPALE;Tributaria;Corso Massimo D'azeglio;27;1
2017;11;25;POLIZIA MUNICIPALE;Tributaria;Corso Orbassano;215;1
2017;11;25;POLIZIA MUNICIPALE;Tributaria;Via G. Baretti;34;1
2017;11;25;POLIZIA MUNICIPALE;Tributaria;Via Santorre Santarosa;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Piazza Castello;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Piazza S.Carlo;141;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Strada Di Altessano;129;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Strada Di Altessano;129;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Cesare Battisti;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Druento;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via G. Carcano;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Roma;0;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Sapri;23;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;10;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;10;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;10;1
2017;11;26;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;10;1
2017;11;26;POLIZIA MUNICIPALE;Tributaria;Via Stradella;10;1
2017;11;26;QUESTURA;Amministrativa;Via Po;46;1
2017;11;27;POLIZIA MUNICIPALE;Amministrativa;Corso Brescia;5;1
2017;11;27;POLIZIA MUNICIPALE;Amministrativa;Largo Filippo Turati;62;1
2017;11;27;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;0;1
2017;11;27;POLIZIA MUNICIPALE;Amministrativa;Piazza Vittorio Veneto;24;1
2017;11;27;POLIZIA MUNICIPALE;Amministrativa;Via C. Pinchia;11;1
2017;11;27;POLIZIA MUNICIPALE;Tributaria;Piazza Vittorio Veneto;24;1
2017;11;27;POLIZIA MUNICIPALE;Tributaria;Via S.Quintino;4;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Corso Francia;323;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;0;4
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Corso Xi Febbraio;0;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Corso Xi Febbraio;9;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Largo Montebello;11;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Largo V. Lancia;58;2
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Strada Di Altessano;130;2
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Alessandro Volta;8;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Bossolasco;21;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Madama Cristina;70;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Madama Cristina;70;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Montalenghe;90;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Monte Albergian;19;2
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Nizza;29;1
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Onorato Vigliani;0;3
2017;11;28;POLIZIA MUNICIPALE;Amministrativa;Via Stradella;192;3
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Corso Duca Degli Abruzzi;90;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Corso Vinzaglio;29;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Piazza Omero;210;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via A. Pacinotti;11;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via C.F. Ormea;17;2
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via Monte Albergian;10;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via Monte Albergian;10;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via Monte Albergian;10;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via Onorato Vigliani;189;1
2017;11;29;POLIZIA MUNICIPALE;Amministrativa;Via P. Piffetti;27;1
2017;11;29;POLIZIA MUNICIPALE;Tributaria;Piazza Massaua;1;2
2017;11;29;POLIZIA MUNICIPALE;Tributaria;Via S.Ottavio;34;1
2017;11;29;QUESTURA;Amministrativa;Via Stradella;157;1
2017;11;30;POLIZIA MUNICIPALE;Amministrativa;Corso Canonico G. Allamano;38;1
2017;11;30;POLIZIA MUNICIPALE;Amministrativa;Corso Canonico G. Allamano;40;1
2017;11;30;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;1
2017;11;30;POLIZIA MUNICIPALE;Amministrativa;Corso G. Matteotti;0;1
